"car_name"|"car_mileage"|"car_transmission"|"car_location"|"car_price"|"car_instalment_mth_amt"
"2020 Perodua Aruz AV 1.5"|"61,218 km"|"Automatic"|"Pulau Pinang"|"61,400"|"RM 673/mo"
"2024 Perodua Ativa AV 1.0"|"6,338 km"|"Automatic"|"Pahang"|"71,900"|"RM 788/mo"
"2017 Toyota Vios E 1.5"|"94,214 km"|"Automatic"|"Selangor"|"54,900"|"RM 602/mo"
"2019 Perodua Myvi AV 1.5"|"42,053 km"|"Automatic"|"Perak"|"47,900"|"RM 525/mo"
"2019 Proton Saga Executive 1.3"|"34,740 km"|"Automatic"|"Pulau Pinang"|"29,400"|"RM 322/mo"
"2017 Honda Jazz E i-VTEC 1.5"|"78,460 km"|"Automatic"|"Johor"|"58,400"|"RM 640/mo"
"2020 Toyota Yaris E 1.5"|"19,377 km"|"Automatic"|"Pulau Pinang"|"65,900"|"RM 722/mo"
"2019 Perodua Myvi H 1.5"|"81,811 km"|"Automatic"|"Pahang"|"44,900"|"RM 492/mo"
"2016 Toyota Vellfire Z G Edition 2.5"|"58,903 km"|"Automatic"|"Pulau Pinang"|"182,000"|"RM 1,994/mo"
"2010 Toyota Estima Aeras 2.4"|"131,460 km"|"Automatic"|"Selangor"|"62,000"|"RM 679/mo"
"2019 Perodua Bezza G 1.0"|"99,599 km"|"Automatic"|"Johor"|"32,000"|"RM 351/mo"
"2019 Honda City E i-VTEC 1.5"|"73,045 km"|"Automatic"|"Kuala Lumpur"|"61,900"|"RM 678/mo"
"2019 Perodua Myvi AV 1.5"|"70,667 km"|"Automatic"|"Selangor"|"47,900"|"RM 525/mo"
"2019 Perodua AXIA Advance 1.0"|"54,778 km"|"Automatic"|"Pahang"|"37,900"|"RM 415/mo"
"2017 Honda Jazz E i-VTEC 1.5"|"96,307 km"|"Automatic"|"Pulau Pinang"|"58,400"|"RM 640/mo"
"2018 Honda Civic TC VTEC 1.5"|"98,097 km"|"Automatic"|"Kuala Lumpur"|"92,300"|"RM 1,011/mo"
"2019 Mazda CX-3 SKYACTIV GVC 2.0"|"83,849 km"|"Automatic"|"Kuala Lumpur"|"86,900"|"RM 952/mo"
"2019 Mazda CX-5 SKYACTIV-G GLS 2.0"|"94,283 km"|"Automatic"|"Kuala Lumpur"|"112,900"|"RM 1,237/mo"
"2020 Perodua Myvi AV 1.5"|"48,119 km"|"Automatic"|"Perak"|"50,900"|"RM 558/mo"
"2010 Toyota Estima Aeras 2.4"|"166,412 km"|"Automatic"|"Pulau Pinang"|"62,000"|"RM 679/mo"
"2015 Toyota Hiace Window 2.7"|"262,647 km"|"Manual"|"Selangor"|"81,900"|"RM 897/mo"
"2021 Daihatsu Gran Max Panel 1.5"|"104,943 km"|"Manual"|"Selangor"|"55,000"|"RM 603/mo"
"2018 Honda Civic S i-VTEC 1.8"|"78,136 km"|"Automatic"|"Pulau Pinang"|"81,000"|"RM 888/mo"
"2020 Proton X70 TGDI Premium X 1.8"|"57,481 km"|"Automatic"|"Johor"|"80,400"|"RM 881/mo"
"2019 Toyota Vios G 1.5"|"89,185 km"|"Automatic"|"Pulau Pinang"|"65,900"|"RM 722/mo"
"2016 Honda Civic TC VTEC 1.5"|"108,377 km"|"Automatic"|"Pulau Pinang"|"80,800"|"RM 885/mo"
"2020 Perodua Aruz AV 1.5"|"64,890 km"|"Automatic"|"Johor"|"61,000"|"RM 668/mo"
"2016 Honda City E i-VTEC 1.5"|"112,028 km"|"Automatic"|"Pulau Pinang"|"47,900"|"RM 525/mo"
"2019 Perodua AXIA G 1.0"|"21,754 km"|"Automatic"|"Perak"|"32,400"|"RM 355/mo"
"2017 Isuzu D-Max Dual Cab 2.5"|"85,884 km"|"Automatic"|"Pulau Pinang"|"72,000"|"RM 789/mo"
"2016 Toyota Fortuner SRZ 2.7"|"84,911 km"|"Automatic"|"Selangor"|"101,900"|"RM 1,117/mo"
"2022 Toyota Corolla Altis G 1.8"|"21,493 km"|"Automatic"|"Pulau Pinang"|"117,800"|"RM 1,291/mo"
"2014 Proton Preve Executive 1.6"|"104,550 km"|"Automatic"|"Melaka"|"19,900"|"RM 218/mo"
"2020 Honda Accord TC Premium 1.5"|"42,739 km"|"Automatic"|"Pulau Pinang"|"137,000"|"RM 1,501/mo"
"2020 Perodua Myvi H 1.5"|"52,696 km"|"Automatic"|"Melaka"|"47,900"|"RM 525/mo"
"2017 Proton Saga Standard 1.3"|"76,413 km"|"Automatic"|"Selangor"|"27,100"|"RM 297/mo"
"2019 Honda Jazz E i-VTEC 1.5"|"22,118 km"|"Automatic"|"Pulau Pinang"|"64,900"|"RM 711/mo"
"2018 Mazda CX-5 SKYACTIV-D GLS 2.2"|"74,467 km"|"Automatic"|"Perak"|"90,400"|"RM 991/mo"
"2014 Toyota Vios J 1.5"|"188,764 km"|"Automatic"|"Pahang"|"37,400"|"RM 410/mo"
"2021 Perodua AXIA GXtra 1.0"|"55,860 km"|"Automatic"|"Kuala Lumpur"|"35,000"|"RM 384/mo"
"2019 Honda Jazz E i-VTEC 1.5"|"78,933 km"|"Automatic"|"Kuala Lumpur"|"64,400"|"RM 706/mo"
"2019 Proton Persona Executive 1.6"|"59,753 km"|"Automatic"|"Pahang"|"36,900"|"RM 404/mo"
"2021 Proton X50 Premium 1.5"|"50,749 km"|"Automatic"|"Perak"|"80,800"|"RM 885/mo"
"2016 Honda City S+ i-VTEC 1.5"|"77,680 km"|"Automatic"|"Melaka"|"45,400"|"RM 498/mo"
"2019 Perodua AXIA SE 1.0"|"73,528 km"|"Automatic"|"Pahang"|"35,900"|"RM 393/mo"
"2016 Toyota Vios G 1.5"|"116,816 km"|"Automatic"|"Kuala Lumpur"|"52,900"|"RM 580/mo"
"2017 Honda Jazz V i-VTEC 1.5"|"106,287 km"|"Automatic"|"Kuala Lumpur"|"61,800"|"RM 677/mo"
"2021 Honda City V i-VTEC 1.5"|"26,602 km"|"Automatic"|"Pulau Pinang"|"74,800"|"RM 820/mo"
"2020 Perodua Aruz AV 1.5"|"48,005 km"|"Automatic"|"Melaka"|"61,400"|"RM 673/mo"
"2018 Honda Jazz E i-VTEC 1.5"|"87,268 km"|"Automatic"|"Kuala Lumpur"|"61,800"|"RM 677/mo"
"2017 Honda CR-V TC-P VTEC 1.5"|"113,490 km"|"Automatic"|"Johor"|"101,900"|"RM 1,117/mo"
"2018 Honda Civic TC VTEC Premium 1.5"|"91,005 km"|"Automatic"|"Selangor"|"95,800"|"RM 1,050/mo"
"2019 Honda City V i-VTEC 1.5"|"94,373 km"|"Automatic"|"Johor"|"64,800"|"RM 710/mo"
"2010 Mitsubishi Lancer Sportback 2.4"|"159,444 km"|"Automatic"|"Selangor"|"29,800"|"RM 327/mo"
"2015 Honda HR-V i-VTEC V 1.8"|"164,746 km"|"Automatic"|"Kuala Lumpur"|"53,000"|"RM 581/mo"
"2020 Honda HR-V i-VTEC E 1.8"|"67,543 km"|"Automatic"|"Kuala Lumpur"|"80,800"|"RM 885/mo"
"2023 Perodua Ativa AV 1.0"|"10,667 km"|"Automatic"|"Pahang"|"68,900"|"RM 755/mo"
"2019 Proton Saga Standard 1.3"|"74,728 km"|"Automatic"|"Pulau Pinang"|"30,400"|"RM 333/mo"
"2014 Toyota Avanza S 1.5"|"144,408 km"|"Automatic"|"Selangor"|"34,600"|"RM 379/mo"
"2015 BMW 330i M Sport 2.0"|"155,468 km"|"Automatic"|"Selangor"|"120,000"|"RM 1,315/mo"
"2012 Toyota Camry G 2.0"|"202,955 km"|"Automatic"|"Johor"|"39,800"|"RM 436/mo"
"2013 Perodua Myvi SE 1.3"|"187,382 km"|"Automatic"|"Pulau Pinang"|"21,900"|"RM 240/mo"
"2019 Honda Jazz V i-VTEC 1.5"|"44,710 km"|"Automatic"|"Sabah"|"65,400"|"RM 717/mo"
"2017 Perodua Myvi SE 1.5"|"129,281 km"|"Automatic"|"Selangor"|"38,400"|"RM 421/mo"
"2018 Perodua Myvi H 1.5"|"60,964 km"|"Automatic"|"Perak"|"43,900"|"RM 481/mo"
"2013 Perodua Alza EZ 1.5"|"184,547 km"|"Automatic"|"Johor"|"26,400"|"RM 289/mo"
"2015 Toyota Vios G 1.5"|"154,658 km"|"Automatic"|"Perak"|"45,000"|"RM 493/mo"
"2012 Nissan Grand Livina ST-L Comfort 1.6"|"90,114 km"|"Automatic"|"Pulau Pinang"|"23,300"|"RM 255/mo"
"2015 Honda Jazz E i-VTEC 1.5"|"84,988 km"|"Automatic"|"Johor"|"45,800"|"RM 502/mo"
"2016 Honda HR-V i-VTEC V 1.8"|"161,137 km"|"Automatic"|"Sabah"|"56,800"|"RM 622/mo"
"2007 Toyota Alphard2.4"|"334,425 km"|"Automatic"|"Perak"|"37,400"|"RM 410/mo"
"2018 Kia Optima K5 GT 2.0"|"65,167 km"|"Automatic"|"Sarawak"|"90,800"|"RM 995/mo"
"2015 Toyota Hiace Window 2.5"|"219,350 km"|"Manual"|"Pahang"|"85,500"|"RM 937/mo"
"2016 Proton Saga FLX Plus 1.3"|"74,377 km"|"Automatic"|"Pahang"|"19,400"|"RM 213/mo"
"2012 Perodua Alza EZ 1.5"|"164,694 km"|"Automatic"|"Selangor"|"24,800"|"RM 272/mo"
"2019 Toyota Vios E 1.5"|"72,393 km"|"Automatic"|"Johor"|"61,800"|"RM 677/mo"
"2019 Perodua Myvi X 1.3"|"118,830 km"|"Automatic"|"Johor"|"40,000"|"RM 438/mo"
"2015 Toyota Vios E 1.5"|"104,761 km"|"Automatic"|"Johor"|"41,800"|"RM 458/mo"
"2011 Perodua Viva EX 0.8"|"209,582 km"|"Manual"|"Selangor"|"8,800"|"RM 96/mo"
"2021 Proton X50 Premium 1.5"|"49,448 km"|"Automatic"|"Perak"|"80,800"|"RM 885/mo"
"2019 Honda City V i-VTEC 1.5"|"89,032 km"|"Automatic"|"Kuala Lumpur"|"65,800"|"RM 721/mo"
"2010 Toyota Camry V 2.4"|"129,696 km"|"Automatic"|"Johor"|"33,000"|"RM 362/mo"
"2014 Honda Civic S i-VTEC 1.8"|"176,983 km"|"Automatic"|"Pulau Pinang"|"41,900"|"RM 459/mo"
"2020 Perodua Aruz AV 1.5"|"67,912 km"|"Automatic"|"Kuala Lumpur"|"61,000"|"RM 668/mo"
"2012 Toyota Vios G 1.5"|"178,130 km"|"Automatic"|"Pulau Pinang"|"29,800"|"RM 327/mo"
"2009 Toyota Avanza E 1.5"|"94,662 km"|"Automatic"|"Melaka"|"21,800"|"RM 239/mo"
"2012 Toyota Hilux G Dual Cab 2.5"|"147,290 km"|"Automatic"|"Selangor"|"55,800"|"RM 611/mo"
"2015 Honda HR-V i-VTEC E 1.8"|"168,181 km"|"Automatic"|"Kuala Lumpur"|"48,800"|"RM 535/mo"
"2013 Perodua Alza EZ 1.5"|"190,023 km"|"Automatic"|"Kuala Lumpur"|"26,400"|"RM 289/mo"
"2016 Honda City E i-VTEC 1.5"|"141,957 km"|"Automatic"|"Pulau Pinang"|"46,800"|"RM 513/mo"
"2022 Proton Iriz Standard 1.3"|"38,390 km"|"Automatic"|"Kuala Lumpur"|"34,900"|"RM 382/mo"
"2015 Perodua AXIA G 1.0"|"112,477 km"|"Automatic"|"Selangor"|"21,800"|"RM 239/mo"
"2016 Perodua Myvi SE 1.5"|"86,723 km"|"Automatic"|"Perak"|"36,900"|"RM 404/mo"
"2013 Mercedes-Benz C200 CGI Avantgarde 1.8"|"136,565 km"|"Automatic"|"Kuala Lumpur"|"49,900"|"RM 547/mo"
"2021 Perodua Ativa AV 1.0"|"32,413 km"|"Automatic"|"Pahang"|"64,400"|"RM 706/mo"
"2021 Honda City V i-VTEC 1.5"|"43,434 km"|"Automatic"|"Pulau Pinang"|"74,400"|"RM 815/mo"
"2021 Perodua Ativa AV 1.0"|"46,959 km"|"Automatic"|"Johor"|"64,000"|"RM 701/mo"
"2019 Honda City V i-VTEC 1.5"|"67,639 km"|"Automatic"|"Pulau Pinang"|"65,800"|"RM 721/mo"
"2021 Perodua Ativa AV 1.0"|"40,327 km"|"Automatic"|"Selangor"|"64,000"|"RM 701/mo"
"2016 Mazda CX-5 SKYACTIV-D GLS 2.2"|"124,924 km"|"Automatic"|"Pulau Pinang"|"58,000"|"RM 636/mo"
"2019 Perodua Myvi AV 1.5"|"31,501 km"|"Automatic"|"Pahang"|"47,800"|"RM 524/mo"
"2018 Perodua AXIA SE 1.0"|"110,042 km"|"Automatic"|"Kuala Lumpur"|"34,200"|"RM 375/mo"
"2018 Perodua Myvi AV 1.5"|"103,730 km"|"Automatic"|"Perak"|"45,400"|"RM 498/mo"
"2021 Perodua Myvi AV 1.5"|"59,471 km"|"Automatic"|"Perak"|"52,400"|"RM 574/mo"
"2021 Proton X70 TGDI Executive 1.8"|"48,898 km"|"Automatic"|"Kuala Lumpur"|"76,400"|"RM 837/mo"
"2018 Toyota Innova X 2.0"|"69,585 km"|"Automatic"|"Pulau Pinang"|"96,000"|"RM 1,052/mo"
"2017 Toyota Vios E 1.5"|"129,789 km"|"Automatic"|"Pulau Pinang"|"54,400"|"RM 596/mo"
"2009 Nissan X-Trail Comfort 2.0"|"206,701 km"|"Automatic"|"Negeri Sembilan"|"16,500"|"RM 181/mo"
"2022 Proton Iriz Active 1.6"|"26,426 km"|"Automatic"|"Pahang"|"48,400"|"RM 530/mo"
"2016 Perodua Myvi SE 1.5"|"101,800 km"|"Automatic"|"Pulau Pinang"|"36,000"|"RM 395/mo"
"2020 Perodua AXIA GXtra 1.0"|"67,606 km"|"Automatic"|"Selangor"|"33,900"|"RM 371/mo"
"2015 Proton Iriz Standard 1.3"|"92,533 km"|"Automatic"|"Pahang"|"19,800"|"RM 217/mo"
"2019 Perodua Myvi AV 1.5"|"86,872 km"|"Automatic"|"Pulau Pinang"|"47,800"|"RM 524/mo"
"2019 Perodua Bezza X Premium 1.3"|"82,978 km"|"Automatic"|"Pahang"|"39,000"|"RM 427/mo"
"2013 Toyota Hilux G VNT Dual Cab 2.5"|"131,808 km"|"Automatic"|"Perak"|"58,600"|"RM 642/mo"
"2022 Perodua Ativa AV 1.0"|"37,199 km"|"Automatic"|"Kuala Lumpur"|"67,800"|"RM 743/mo"
"2018 Nissan Almera E 1.5"|"67,904 km"|"Automatic"|"Pahang"|"40,300"|"RM 442/mo"
"2019 Perodua AXIA Style 1.0"|"93,815 km"|"Automatic"|"Kuala Lumpur"|"35,800"|"RM 392/mo"
"2015 Honda City S i-VTEC 1.5"|"125,540 km"|"Automatic"|"Melaka"|"37,900"|"RM 415/mo"
"2019 Proton Persona Standard 1.6"|"75,879 km"|"Automatic"|"Johor"|"35,900"|"RM 393/mo"
"2014 Honda Jazz V i-VTEC 1.5"|"161,421 km"|"Automatic"|"Kuala Lumpur"|"46,000"|"RM 504/mo"
"2020 Perodua Bezza Advance 1.3"|"35,949 km"|"Automatic"|"Kuala Lumpur"|"46,800"|"RM 513/mo"
"2019 Perodua AXIA G 1.0"|"60,023 km"|"Automatic"|"Pulau Pinang"|"32,400"|"RM 355/mo"
"2018 Proton Saga Standard 1.3"|"102,730 km"|"Automatic"|"Pulau Pinang"|"29,400"|"RM 322/mo"
"2019 Perodua Aruz AV 1.5"|"79,045 km"|"Automatic"|"Pahang"|"55,800"|"RM 611/mo"
"2019 Perodua Myvi H 1.5"|"83,594 km"|"Automatic"|"Johor"|"44,900"|"RM 492/mo"
"2019 Perodua Myvi X 1.3"|"88,744 km"|"Automatic"|"Pahang"|"40,800"|"RM 447/mo"
"2015 Mazda 3 SKYACTIV-G GL 2.0"|"84,382 km"|"Automatic"|"Melaka"|"47,500"|"RM 521/mo"
"2016 Proton Saga Premium 1.3"|"97,432 km"|"Automatic"|"Pulau Pinang"|"26,500"|"RM 290/mo"
"2019 Honda City V i-VTEC 1.5"|"75,454 km"|"Automatic"|"Pulau Pinang"|"65,800"|"RM 721/mo"
"2020 Proton Saga Standard 1.3"|"50,368 km"|"Automatic"|"Selangor"|"32,000"|"RM 351/mo"
"2018 Toyota Hilux G Dual Cab 2.4"|"101,343 km"|"Automatic"|"Perak"|"90,500"|"RM 992/mo"
"2023 Perodua Ativa AV 1.0"|"19,264 km"|"Automatic"|"Kuala Lumpur"|"68,900"|"RM 755/mo"
"2017 Proton Saga Standard 1.3"|"70,990 km"|"Automatic"|"Pulau Pinang"|"27,800"|"RM 305/mo"
"2017 Perodua Bezza Advance Premium 1.3"|"75,453 km"|"Automatic"|"Pulau Pinang"|"37,900"|"RM 415/mo"
"2016 Perodua Bezza Advance Premium 1.3"|"67,007 km"|"Automatic"|"Pahang"|"37,000"|"RM 405/mo"
"2012 Suzuki SX41.6"|"161,629 km"|"Automatic"|"Johor"|"17,000"|"RM 186/mo"
"2018 Perodua Myvi AV 1.5"|"62,156 km"|"Automatic"|"Pulau Pinang"|"45,800"|"RM 502/mo"
"2017 Perodua Myvi SE 1.5"|"64,625 km"|"Automatic"|"Kuala Lumpur"|"38,900"|"RM 426/mo"
"2014 Proton Iriz Premium 1.6"|"114,813 km"|"Automatic"|"Negeri Sembilan"|"19,400"|"RM 213/mo"
"2014 Perodua AXIA G 1.0"|"102,797 km"|"Automatic"|"Pahang"|"20,800"|"RM 228/mo"
"2010 Toyota Estima Aeras 2.4"|"136,036 km"|"Automatic"|"Kuala Lumpur"|"62,000"|"RM 679/mo"
"2019 Nissan Navara NP300 SE 2.5"|"45,947 km"|"Automatic"|"Sarawak"|"69,900"|"RM 766/mo"
"2014 Toyota Corolla Altis V 2.0"|"126,752 km"|"Automatic"|"Pulau Pinang"|"52,600"|"RM 576/mo"
"2012 Kia Optima K52.0"|"128,104 km"|"Automatic"|"Perak"|"30,800"|"RM 338/mo"
"2017 Nissan Serena S-Hybrid High-Way Star 2.0"|"94,322 km"|"Automatic"|"Sarawak"|"63,800"|"RM 699/mo"
"2019 Honda City V i-VTEC 1.5"|"103,101 km"|"Automatic"|"Sabah"|"59,900"|"RM 656/mo"
"2019 Peugeot 3008 THP Allure 1.6"|"32,763 km"|"Automatic"|"Sabah"|"72,900"|"RM 799/mo"
"2015 Honda City E i-VTEC 1.5"|"94,784 km"|"Automatic"|"Kuala Lumpur"|"39,800"|"RM 436/mo"
"2016 Mazda CX-5 SKYACTIV-G GLS 2.0"|"139,278 km"|"Automatic"|"Selangor"|"65,000"|"RM 712/mo"
"2018 Perodua Bezza X Premium 1.3"|"105,852 km"|"Automatic"|"Pahang"|"37,900"|"RM 415/mo"
"2019 Perodua Aruz AV 1.5"|"61,613 km"|"Automatic"|"Kuala Lumpur"|"55,800"|"RM 611/mo"
"2019 Honda City E i-VTEC 1.5"|"62,178 km"|"Automatic"|"Selangor"|"61,900"|"RM 678/mo"
"2018 Perodua Myvi H 1.5"|"45,069 km"|"Automatic"|"Johor"|"43,900"|"RM 481/mo"
"2018 Proton Exora Turbo Executive 1.6"|"66,514 km"|"Automatic"|"Sarawak"|"36,800"|"RM 403/mo"
"2019 Perodua Myvi H 1.5"|"92,142 km"|"Automatic"|"Perak"|"44,900"|"RM 492/mo"
"2021 Proton X50 TGDI Flagship 1.5"|"35,374 km"|"Automatic"|"Pulau Pinang"|"87,400"|"RM 958/mo"
"2021 Proton X70 TGDI Premium 1.8"|"44,071 km"|"Automatic"|"Kuala Lumpur"|"82,900"|"RM 908/mo"
"2021 Toyota Corolla Cross V 1.8"|"45,941 km"|"Automatic"|"Kuala Lumpur"|"116,900"|"RM 1,281/mo"
"2022 Proton X50 Premium 1.5"|"27,391 km"|"Automatic"|"Kuala Lumpur"|"86,400"|"RM 947/mo"
"2017 Proton Saga Standard 1.3"|"109,979 km"|"Automatic"|"Pahang"|"27,000"|"RM 296/mo"
"2016 Perodua Alza EZ 1.5"|"157,117 km"|"Automatic"|"Johor"|"37,400"|"RM 410/mo"
"2020 Perodua Aruz AV 1.5"|"63,802 km"|"Automatic"|"Kuala Lumpur"|"61,000"|"RM 668/mo"
"2017 Perodua Alza Advance 1.5"|"90,168 km"|"Automatic"|"Sarawak"|"43,800"|"RM 480/mo"
"2016 Proton Persona Premium 1.6"|"86,079 km"|"Automatic"|"Pulau Pinang"|"30,000"|"RM 329/mo"
"2019 BMW 330i M Sport 2.0"|"56,157 km"|"Automatic"|"Kuala Lumpur"|"185,500"|"RM 2,033/mo"
"2017 Perodua Bezza X Premium 1.3"|"113,276 km"|"Automatic"|"Kuala Lumpur"|"36,400"|"RM 399/mo"
"2017 Mitsubishi Triton VGT Dual Cab 2.4"|"108,968 km"|"Automatic"|"Johor"|"69,000"|"RM 756/mo"
"2016 Toyota Vellfire Z G Edition 2.5"|"92,472 km"|"Automatic"|"Pulau Pinang"|"180,900"|"RM 1,982/mo"
"2023 Proton X90 Flagship 1.5"|"8,424 km"|"Automatic"|"Pulau Pinang"|"132,000"|"RM 1,447/mo"
"2019 Perodua Myvi AV 1.5"|"42,045 km"|"Automatic"|"Terengganu"|"47,800"|"RM 524/mo"
"2015 Ford EcoSport Titanium 1.5"|"104,958 km"|"Automatic"|"Kuala Lumpur"|"24,900"|"RM 273/mo"
"2015 Perodua Myvi X 1.3"|"152,757 km"|"Automatic"|"Negeri Sembilan"|"26,800"|"RM 294/mo"
"2020 Perodua Myvi AV 1.5"|"60,719 km"|"Automatic"|"Kuala Lumpur"|"50,800"|"RM 557/mo"
"2017 Toyota Vios G 1.5"|"119,188 km"|"Automatic"|"Kuala Lumpur"|"57,000"|"RM 625/mo"
"2017 Perodua AXIA G 1.0"|"106,143 km"|"Automatic"|"Kuala Lumpur"|"28,000"|"RM 307/mo"
"2019 Proton X70 TGDI Premium 1.8"|"87,729 km"|"Automatic"|"Kuala Lumpur"|"68,900"|"RM 755/mo"
"2015 Toyota Vios TRD Sportivo 1.5"|"62,075 km"|"Automatic"|"Johor"|"46,800"|"RM 513/mo"
"2013 Nissan Almera VL 1.5"|"160,416 km"|"Automatic"|"Kuala Lumpur"|"21,900"|"RM 240/mo"
"2014 Perodua Viva EZ Elite 1.0"|"72,183 km"|"Automatic"|"Pahang"|"18,400"|"RM 202/mo"
"2020 Honda Civic TC VTEC Premium 1.5"|"37,889 km"|"Automatic"|"Kuala Lumpur"|"113,000"|"RM 1,238/mo"
"2022 Proton X70 TGDI Premium 1.5"|"36,809 km"|"Automatic"|"Negeri Sembilan"|"89,900"|"RM 985/mo"
"2020 Proton X50 Premium 1.5"|"45,202 km"|"Automatic"|"Kuala Lumpur"|"78,000"|"RM 855/mo"
"2015 Perodua Myvi SE 1.5"|"136,145 km"|"Automatic"|"Pulau Pinang"|"29,800"|"RM 327/mo"
"2010 Volkswagen Polo TSI 1.2"|"179,043 km"|"Automatic"|"Pulau Pinang"|"18,000"|"RM 197/mo"
"2021 Proton X70 TGDI Premium 1.8"|"37,321 km"|"Automatic"|"Pulau Pinang"|"83,800"|"RM 918/mo"
"2023 Proton X50 Executive 1.5"|"8,675 km"|"Automatic"|"Kuala Lumpur"|"83,400"|"RM 914/mo"
"2023 Proton X50 TGDI Flagship 1.5"|"13,359 km"|"Automatic"|"Kuala Lumpur"|"98,400"|"RM 1,078/mo"
"2018 Volkswagen Tiguan 280 TSI Highline 1.4"|"100,932 km"|"Automatic"|"Kuala Lumpur"|"85,800"|"RM 940/mo"
"2015 Proton Iriz Premium 1.6"|"123,048 km"|"Automatic"|"Selangor"|"21,700"|"RM 238/mo"
"2011 Perodua Alza EZi 1.5"|"231,753 km"|"Automatic"|"Johor"|"21,800"|"RM 239/mo"
"2014 Proton Preve CFE Premium 1.6"|"148,989 km"|"Automatic"|"Pahang"|"19,800"|"RM 217/mo"
"2018 Perodua Myvi AV 1.5"|"101,770 km"|"Automatic"|"Negeri Sembilan"|"45,400"|"RM 498/mo"
"2020 Proton X50 TGDI Flagship 1.5"|"52,295 km"|"Automatic"|"Pulau Pinang"|"84,900"|"RM 930/mo"
"2019 Perodua Myvi X 1.3"|"90,489 km"|"Automatic"|"Selangor"|"40,800"|"RM 447/mo"
"2019 Perodua Myvi H 1.5"|"79,437 km"|"Automatic"|"Kuala Lumpur"|"44,900"|"RM 492/mo"
"2018 Perodua Bezza X Premium 1.3"|"96,774 km"|"Automatic"|"Kuala Lumpur"|"38,000"|"RM 416/mo"
"2021 Perodua Bezza Advance 1.3"|"43,122 km"|"Automatic"|"Negeri Sembilan"|"47,800"|"RM 524/mo"
"2016 Perodua AXIA G 1.0"|"109,116 km"|"Automatic"|"Selangor"|"25,000"|"RM 274/mo"
"2018 Perodua Bezza X Premium 1.3"|"79,854 km"|"Automatic"|"Selangor"|"38,000"|"RM 416/mo"
"2022 Toyota Vios G 1.5"|"12,112 km"|"Automatic"|"Johor"|"79,000"|"RM 866/mo"
"2019 Toyota Innova E 2.0"|"47,239 km"|"Automatic"|"Selangor"|"79,800"|"RM 874/mo"
"2006 Toyota Innova E 2.0"|"138,901 km"|"Automatic"|"Negeri Sembilan"|"20,300"|"RM 222/mo"
"2022 Perodua Ativa AV 1.0"|"17,813 km"|"Automatic"|"Negeri Sembilan"|"67,800"|"RM 743/mo"
"2013 Perodua Viva EZ Elite 1.0"|"122,556 km"|"Automatic"|"Kuala Lumpur"|"17,000"|"RM 186/mo"
"2019 Proton Persona Premium 1.6"|"60,322 km"|"Automatic"|"Negeri Sembilan"|"38,600"|"RM 423/mo"
"2019 Nissan Serena S-Hybrid High-Way Star 2.0"|"58,253 km"|"Automatic"|"Johor"|"91,800"|"RM 1,006/mo"
"2016 Nissan Almera VL 1.5"|"105,086 km"|"Automatic"|"Kuala Lumpur"|"35,500"|"RM 389/mo"
"2018 Honda BR-V V i-VTEC 1.5"|"103,010 km"|"Automatic"|"Kuala Lumpur"|"56,800"|"RM 622/mo"
"2022 Proton X70 TGDI Premium 1.5"|"20,181 km"|"Automatic"|"Selangor"|"89,900"|"RM 985/mo"
"2020 Mercedes-Benz GLC200 Exclusive 2.0"|"41,863 km"|"Automatic"|"Selangor"|"218,000"|"RM 2,389/mo"
"2019 Proton X70 TGDI Premium 1.8"|"48,790 km"|"Automatic"|"Melaka"|"68,900"|"RM 755/mo"
"2016 Honda CR-V i-VTEC 2.4"|"91,074 km"|"Automatic"|"Melaka"|"68,800"|"RM 754/mo"
"2020 Proton X50 Premium 1.5"|"52,198 km"|"Automatic"|"Kuala Lumpur"|"78,000"|"RM 855/mo"
"2016 Nissan Almera E 1.5"|"56,178 km"|"Automatic"|"Melaka"|"34,900"|"RM 382/mo"
"2021 Perodua Ativa H 1.0"|"30,177 km"|"Automatic"|"Kuala Lumpur"|"60,400"|"RM 662/mo"
"2020 Honda HR-V i-VTEC V 1.8"|"47,950 km"|"Automatic"|"Selangor"|"86,800"|"RM 951/mo"
"2016 Mitsubishi Triton VGT Adventure Dual Cab 2.4"|"126,871 km"|"Automatic"|"Kuala Lumpur"|"72,900"|"RM 799/mo"
"2016 Toyota Sienta V 1.5"|"98,291 km"|"Automatic"|"Kuala Lumpur"|"59,900"|"RM 656/mo"
"2017 Proton Persona Premium 1.6"|"65,551 km"|"Automatic"|"Melaka"|"32,400"|"RM 355/mo"
"2019 Honda City E i-VTEC 1.5"|"56,587 km"|"Automatic"|"Kuala Lumpur"|"61,900"|"RM 678/mo"
"2017 Perodua Bezza X Premium 1.3"|"103,527 km"|"Automatic"|"Kuala Lumpur"|"35,000"|"RM 384/mo"
"2018 Honda Jazz E i-VTEC 1.5"|"80,544 km"|"Automatic"|"Negeri Sembilan"|"61,800"|"RM 677/mo"
"2017 Toyota Vios E 1.5"|"86,966 km"|"Automatic"|"Johor"|"54,900"|"RM 602/mo"
"2020 Honda City V i-VTEC 1.5"|"42,867 km"|"Automatic"|"Selangor"|"71,000"|"RM 778/mo"
"2016 Perodua Bezza Advance Premium 1.3"|"112,284 km"|"Automatic"|"Selangor"|"36,200"|"RM 397/mo"
